,Cod_ID,NOME_UDH,NOME_MUN,IDHM,IDHM_E,IDHM_R,IDHM_L,E_ANOSESTUDO,I_ESCOLARIDADE,I_FREQ_PROP,GINI,CPR
771,1310620006165,Primeiro de Maio : Vila Primeiro de Maio / Vila Minaslândia,Belo Horizonte (MG),0.664,0.589,0.64,0.778,9.8,0.465,0.663,0.38,17.12
772,1310620006166,Solimões,Belo Horizonte (MG),0.717,0.658,0.681,0.824,10.13,0.525,0.737,0.4,19.67
773,1310620006167,Xodó Marize / Zilah Sposito / Floramarx,Belo Horizonte (MG),0.717,0.658,0.681,0.824,10.13,0.525,0.737,0.4,19.67
774,1310620006169,Heliopolis,Belo Horizonte (MG),0.774,0.711,0.746,0.873,10.09,0.668,0.733,0.42,21.42
775,1310620006170,Jaqueline / Frei Leopoldo,Belo Horizonte (MG),0.717,0.658,0.681,0.824,10.13,0.525,0.737,0.4,19.67
776,1310620006171,Biquinhas : São Bernardo / Planalto,Belo Horizonte (MG),0.725,0.639,0.712,0.838,9.52,0.555,0.686,0.42,17.2
777,1310620006172,Planalto,Belo Horizonte (MG),0.894,0.865,0.896,0.922,11.2,0.854,0.87,0.49,22.66
778,1310620006173,Jaqueline / Jardim Guanabara / Juliana,Belo Horizonte (MG),0.774,0.711,0.746,0.873,10.09,0.668,0.733,0.42,21.42
779,1310620006174,Primeiro de Maio / Providência / São Gonçalo / Guarani,Belo Horizonte (MG),0.714,0.628,0.697,0.83,9.6,0.58,0.654,0.43,19.23
780,1310620006175,Heliopolis : Heliópolis II,Belo Horizonte (MG),0.866,0.844,0.846,0.911,11.56,0.825,0.853,0.5,20.1
781,1310620006177,Mariquinhas,Belo Horizonte (MG),0.664,0.589,0.64,0.778,9.8,0.465,0.663,0.38,17.12
782,1310620006178,Madri,Belo Horizonte (MG),0.717,0.658,0.681,0.824,10.13,0.525,0.737,0.4,19.67
783,1310620006179,Floramar / Jardim Guanabara,Belo Horizonte (MG),0.832,0.786,0.812,0.903,11.01,0.761,0.799,0.46,21.38
784,1310620006180,Campo Alegre,Belo Horizonte (MG),0.774,0.711,0.746,0.873,10.09,0.668,0.733,0.42,21.42
785,1310620006181,Granja Werneck / Ribeiro de Abreu,Belo Horizonte (MG),0.714,0.628,0.697,0.83,9.6,0.58,0.654,0.43,19.23
786,1310620006183,São Bernardo / Planalto,Belo Horizonte (MG),0.832,0.786,0.812,0.903,11.01,0.761,0.799,0.46,21.38
787,1310620006184,Planalto : Biquinhas,Belo Horizonte (MG),0.664,0.589,0.64,0.778,9.8,0.465,0.663,0.38,17.12
788,1310620006185,Jaqueline / Satélite,Belo Horizonte (MG),0.774,0.711,0.746,0.873,10.09,0.668,0.733,0.42,21.42
789,1310620006186,Etelvina Carneiro / Jaqueline,Belo Horizonte (MG),0.774,0.711,0.746,0.873,10.09,0.668,0.733,0.42,21.42
790,1310620007183,Buritis,Belo Horizonte (MG),0.943,0.909,0.989,0.934,11.22,0.941,0.894,0.42,22.84
791,1310620007184,Vila Antena : São Jorge / Leonina,Belo Horizonte (MG),0.654,0.546,0.65,0.789,9.12,0.421,0.621,0.42,11.97
792,1310620007185,Ventosa,Belo Horizonte (MG),0.676,0.59,0.657,0.796,9.03,0.436,0.686,0.35,15.79
793,1310620007186,Cabana do Pai Tomás / Parque da Colina,Belo Horizonte (MG),0.654,0.546,0.65,0.789,9.12,0.421,0.621,0.42,11.97
794,1310620007187,Vila Nova Paraíso,Belo Horizonte (MG),0.65,0.547,0.642,0.781,9.45,0.399,0.64,0.42,18.26
795,1310620007188,Custodinha,Belo Horizonte (MG),0.654,0.546,0.65,0.789,9.12,0.421,0.621,0.42,11.97
796,1310620007189,Vila Havaí,Belo Horizonte (MG),0.65,0.547,0.642,0.781,9.45,0.399,0.64,0.42,18.26
797,1310620007191,Prado / Grajaú / Barroca,Belo Horizonte (MG),0.929,0.894,0.965,0.93,11.72,0.93,0.877,0.43,24.76
798,1310620007192,Calafate / Nova Suiça / Jardim América,Belo Horizonte (MG),0.876,0.815,0.895,0.921,9.9,0.86,0.794,0.46,19.67
799,1310620007193,Vila Madre Gertrudes 1ª Seção / Vila Madre Gertrudes 2ª Seção,Belo Horizonte (MG),0.654,0.546,0.65,0.789,9.12,0.421,0.621,0.42,11.97
800,1310620007194,Ambrosina,Belo Horizonte (MG),0.676,0.59,0.657,0.796,9.03,0.436,0.686,0.35,15.79
801,1310620007195,Barão Homem de Melo 1ª Seção : Jardim América / Barão Homem de Melo 1ª Seção,Belo Horizonte (MG),0.654,0.546,0.65,0.789,9.12,0.421,0.621,0.42,11.97
802,1310620007196,Vila Madre Gertrudes 1ª Seção,Belo Horizonte (MG),0.676,0.59,0.657,0.796,9.03,0.436,0.686,0.35,15.79
803,1310620007197,Sport Club : Madre Gertrudes / Camargos,Belo Horizonte (MG),0.676,0.59,0.657,0.796,9.03,0.436,0.686,0.35,15.79
804,1310620007198,Vila Nova Gameleira 1ª Seção,Belo Horizonte (MG),0.676,0.59,0.657,0.796,9.03,0.436,0.686,0.35,15.79
805,1310620007199,Embaúbas / Nova Gameleira,Belo Horizonte (MG),0.654,0.546,0.65,0.789,9.12,0.421,0.621,0.42,11.97
806,1310620007200,Betânia / Vila Vista Alegre,Belo Horizonte (MG),0.676,0.59,0.657,0.796,9.03,0.436,0.686,0.35,15.79
807,1310620007202,Calafate / Vila da Amizade / Vila Calafate,Belo Horizonte (MG),0.654,0.546,0.65,0.789,9.12,0.421,0.621,0.42,11.97
808,1310620007203,Cabana do Pai Tomás,Belo Horizonte (MG),0.676,0.59,0.657,0.796,9.03,0.436,0.686,0.35,15.79
809,1310620007205,Vila Vista Alegre / Nova Cintra,Belo Horizonte (MG),0.676,0.59,0.657,0.796,9.03,0.436,0.686,0.35,15.79
810,1310620007206,Alpes / Nova Granada / Santa Sofia,Belo Horizonte (MG),0.768,0.705,0.741,0.868,10.5,0.601,0.764,0.46,20.67
811,1310620007207,Betânia / Bairro das Indústrias II / Vista Alegre,Belo Horizonte (MG),0.71,0.624,0.692,0.828,9.82,0.562,0.657,0.41,16.88
812,1310620007208,Maravilha / Santa Maria,Belo Horizonte (MG),0.768,0.705,0.741,0.868,10.5,0.601,0.764,0.46,20.67
813,1310620007209,Jardinópolis / Vila Oeste / Vila Nova Gameleira 2ª Seção,Belo Horizonte (MG),0.768,0.705,0.741,0.868,10.5,0.601,0.764,0.46,20.67
814,1310620007210,Jardim América / Ventosa,Belo Horizonte (MG),0.791,0.758,0.748,0.874,10.87,0.679,0.801,0.42,20.64
815,1310620007211,Estrela do Oriente / Parque São José,Belo Horizonte (MG),0.768,0.705,0.741,0.868,10.5,0.601,0.764,0.46,20.67
816,1310620007212,Palmeiras,Belo Horizonte (MG),0.71,0.624,0.692,0.828,9.82,0.562,0.657,0.41,16.88
817,1310620007213,São Jorge 1ª Seção Parte,Belo Horizonte (MG),0.676,0.59,0.657,0.796,9.03,0.436,0.686,0.35,15.79
818,1310620007214,São Jorge 1ª Seção / São Jorge 2ª Seção / São Jorge 3ª Seção,Belo Horizonte (MG),0.676,0.59,0.657,0.796,9.03,0.436,0.686,0.35,15.79
819,1310620007215,Marajó / Havaí / Palmeiras,Belo Horizonte (MG),0.768,0.705,0.741,0.868,10.5,0.601,0.764,0.46,20.67
820,1310620007216,Cinquentenário / Betânia / Nova Cintra,Belo Horizonte (MG),0.768,0.705,0.741,0.868,10.5,0.601,0.764,0.46,20.67
821,1310620007217,Salgado Filho / Jardim América,Belo Horizonte (MG),0.829,0.774,0.814,0.904,10.68,0.792,0.765,0.43,23.49
822,1310620007218,Havaí,Belo Horizonte (MG),0.866,0.844,0.846,0.911,11.56,0.825,0.853,0.5,20.1
823,1310620007219,Gameleira : Nova Gameleira / Nova Cintra,Belo Horizonte (MG),0.866,0.844,0.846,0.911,11.56,0.825,0.853,0.5,20.1
824,1310620007220,Cabana do Pai Tomás : Jardinópolis / Nova Gameleira,Belo Horizonte (MG),0.813,0.769,0.782,0.894,9.76,0.71,0.8,0.43,21.27
825,1310620007221,Madre Gertrudes,Belo Horizonte (MG),0.813,0.769,0.782,0.894,9.76,0.71,0.8,0.43,21.27
826,1310620007222,Estrela do Oriente : Betânia / Palmeiras / Cinquentenário,Belo Horizonte (MG),0.813,0.769,0.782,0.894,9.76,0.71,0.8,0.43,21.27
827,1310620007223,Santa Maria / Camargos,Belo Horizonte (MG),0.829,0.774,0.814,0.904,10.68,0.792,0.765,0.43,23.49
828,1310620007224,Estoril,Belo Horizonte (MG),0.943,0.909,0.989,0.934,11.22,0.941,0.894,0.42,22.84
829,1310620007225,Gutierrez,Belo Horizonte (MG),0.929,0.894,0.965,0.93,11.72,0.93,0.877,0.43,24.76
830,1310620007228,Buritis : Palmeiras transição Buritis,Belo Horizonte (MG),0.894,0.865,0.896,0.922,11.2,0.854,0.87,0.49,22.66
831,1310620007229,Betânia : Av. Tereza Cristina / Av. Úrsula Paulino,Belo Horizonte (MG),0.894,0.865,0.896,0.922,11.2,0.854,0.87,0.49,22.66
832,1310620008226,Castelo / Paquetá,Belo Horizonte (MG),0.905,0.843,0.946,0.929,11.42,0.89,0.82,0.48,23.29
833,1310620008227,Bandeirantes : Campus da Pampulha / Lagoa da Pampulha / Zoológico,Belo Horizonte (MG),0.905,0.843,0.946,0.929,11.42,0.89,0.82,0.48,23.29
834,1310620008228,Jaraguá : Indaiá / Aeroporto,Belo Horizonte (MG),0.914,0.9,0.918,0.925,11.54,0.897,0.901,0.49,23.73
835,1310620008229,Paquetá / Engenho Nogueira / Ouro Preto,Belo Horizonte (MG),0.879,0.843,0.881,0.916,11.51,0.856,0.837,0.47,22.17
836,1310620008230,Santa Branca / Jardim Atlântico / Itapoã / Santa Amélia,Belo Horizonte (MG),0.887,0.869,0.877,0.915,10.8,0.884,0.862,0.5,19.69
837,1310620008231,Garças / Trevo,Belo Horizonte (MG),0.879,0.843,0.881,0.916,11.51,0.856,0.837,0.47,22.17
838,1310620008232,Manacás,Belo Horizonte (MG),0.832,0.786,0.812,0.903,11.01,0.761,0.799,0.46,21.38
839,1310620008233,Alípio de Melo / Inconfidência / Manacás,Belo Horizonte (MG),0.879,0.843,0.881,0.916,11.51,0.856,0.837,0.47,22.17
840,1310620008234,Universitário : São Francisco / Suzana,Belo Horizonte (MG),0.832,0.786,0.812,0.903,11.01,0.761,0.799,0.46,21.38
841,1310620008235,Vila Jardim São José,Belo Horizonte (MG),0.617,0.501,0.627,0.748,8.52,0.373,0.581,0.4,12.68
842,1310620008236,Ouro Preto : Novo Ouro Preto,Belo Horizonte (MG),0.661,0.569,0.648,0.784,8.84,0.447,0.642,0.39,16.76
843,1310620008237,Vila Paquetá,Belo Horizonte (MG),0.65,0.547,0.642,0.781,9.45,0.399,0.64,0.42,18.26
844,1310620008238,Vila Aeroporto Jaraguá,Belo Horizonte (MG),0.661,0.569,0.648,0.784,8.84,0.447,0.642,0.39,16.76
845,1310620008239,São Francisco : Vila Real 2ª Seção / Vila Santa Rosa,Belo Horizonte (MG),0.617,0.501,0.627,0.748,8.52,0.373,0.581,0.4,12.68
846,1310620008240,Vila Santo Antônio,Belo Horizonte (MG),0.661,0.569,0.648,0.784,8.84,0.447,0.642,0.39,16.76
847,1310620008242,Unidas,Belo Horizonte (MG),0.661,0.569,0.648,0.784,8.84,0.447,0.642,0.39,16.76
848,1310620008244,Confisco / Urca,Belo Horizonte (MG),0.683,0.564,0.686,0.825,9.79,0.432,0.645,0.49,13.65
849,1310620008245,Conjunto São Francisco / Trevo,Belo Horizonte (MG),0.661,0.569,0.648,0.784,8.84,0.447,0.642,0.39,16.76
850,1310620008246,Jardim Alvorada : Vila Antena Montanhês / Vila Jardim Alvorada,Belo Horizonte (MG),0.661,0.569,0.648,0.784,8.84,0.447,0.642,0.39,16.76
851,1310620008249,Vila Jardim São José,Belo Horizonte (MG),0.661,0.569,0.648,0.784,8.84,0.447,0.642,0.39,16.76
852,1310620008250,Serrano : Serrano / Vila Santo Antônio Barroquinha,Belo Horizonte (MG),0.763,0.707,0.733,0.858,10.22,0.579,0.782,0.45,21.06
853,1310620008251,Castelo / Paquetá,Belo Horizonte (MG),0.832,0.786,0.812,0.903,11.01,0.761,0.799,0.46,21.38
854,1310620008252,Novo Ouro Preto : Ouro Preto,Belo Horizonte (MG),0.808,0.758,0.779,0.893,11.0,0.682,0.799,0.49,24.5
855,1310620008253,Santa Terezinha / Conjunto Lagoa / Paquetá,Belo Horizonte (MG),0.808,0.758,0.779,0.893,11.0,0.682,0.799,0.49,24.5
856,1310620008254,Santa Terezinha,Belo Horizonte (MG),0.763,0.707,0.733,0.858,10.22,0.579,0.782,0.45,21.06
857,1310620008255,Copacabana,Belo Horizonte (MG),0.808,0.758,0.779,0.893,11.0,0.682,0.799,0.49,24.5
858,1310620008256,Santa Mônica / Santa Amélia,Belo Horizonte (MG),0.808,0.758,0.779,0.893,11.0,0.682,0.799,0.49,24.5
859,1310620008257,Xangri-lá : Trevo / Nova Pampulha / Xangrilá Especial,Belo Horizonte (MG),0.808,0.758,0.779,0.893,11.0,0.682,0.799,0.49,24.5
860,1310620008258,Itatiaia / Urca,Belo Horizonte (MG),0.683,0.564,0.686,0.825,9.79,0.432,0.645,0.49,13.65
861,1310620008259,Vila Suzana 1ª / 2ª Seção / Suzana,Belo Horizonte (MG),0.71,0.624,0.692,0.828,9.82,0.562,0.657,0.41,16.88
862,1310620008260,Vila São Francisco / Vila Real 1ª Seção,Belo Horizonte (MG),0.763,0.707,0.733,0.858,10.22,0.579,0.782,0.45,21.06
863,1310620008261,Jardim Alvorada / Manacás,Belo Horizonte (MG),0.763,0.707,0.733,0.858,10.22,0.579,0.782,0.45,21.06
864,1310620008262,Engenheiro Nogueira / Jardim Alvorada,Belo Horizonte (MG),0.71,0.624,0.692,0.828,9.82,0.562,0.657,0.41,16.88
865,1310620008263,Inconfidência / Jardim São José / Vila Jardim São José,Belo Horizonte (MG),0.763,0.707,0.733,0.858,10.22,0.579,0.782,0.45,21.06
866,1310620009264,Copacabana : Universo / Vila do Índio,Belo Horizonte (MG),0.617,0.501,0.627,0.748,8.52,0.373,0.581,0.4,12.68
867,1310620009265,Copacabana / Vila Copacabana,Belo Horizonte (MG),0.685,0.58,0.674,0.823,10.41,0.482,0.636,0.39,21.44
868,1310620009266,São João Batista : Vila São João Batista,Belo Horizonte (MG),0.65,0.547,0.642,0.781,9.45,0.399,0.64,0.42,18.26
869,1310620009267,Conjunto Minas Caixa,Belo Horizonte (MG),0.65,0.547,0.642,0.781,9.45,0.399,0.64,0.42,18.26
870,1310620009268,Apolônia / Jardim Leblon,Belo Horizonte (MG),0.617,0.501,0.627,0.748,8.52,0.373,0.581,0.4,12.68
871,1310620009269,Lagoa : Lagoa Conjunto,Belo Horizonte (MG),0.617,0.501,0.627,0.748,8.52,0.373,0.581,0.4,12.68
872,1310620009270,Vila dos Anjos,Belo Horizonte (MG),0.617,0.501,0.627,0.748,8.52,0.373,0.581,0.4,12.68
873,1310620009271,Piratininga : Vila Santa Mônica 1ª Seção,Belo Horizonte (MG),0.685,0.58,0.674,0.823,10.41,0.482,0.636,0.39,21.44
874,1310620009272,Nossa Senhora Aparecida,Belo Horizonte (MG),0.65,0.547,0.642,0.781,9.45,0.399,0.64,0.42,18.26
875,1310620009277,Mantiqueira A,Belo Horizonte (MG),0.685,0.58,0.674,0.823,10.41,0.482,0.636,0.39,21.44
876,1310620009279,Jardim dos Comérciários / Vila Mantiqueira,Belo Horizonte (MG),0.685,0.58,0.674,0.823,10.41,0.482,0.636,0.39,21.44
877,1310620009281,Céu Azul / Lagoa A,Belo Horizonte (MG),0.685,0.58,0.674,0.823,10.41,0.482,0.636,0.39,21.44
878,1310620009284,Jardim Leblon / Vila Jardim Leblon,Belo Horizonte (MG),0.685,0.58,0.674,0.823,10.41,0.482,0.636,0.39,21.44
879,1310620009285,Santa Monica : Jardim Leblon / Várzea da Palma,Belo Horizonte (MG),0.685,0.58,0.674,0.823,10.41,0.482,0.636,0.39,21.44
880,1310620009286,Piratininga,Belo Horizonte (MG),0.685,0.58,0.674,0.823,10.41,0.482,0.636,0.39,21.44
881,1310620009287,Serra Verde / Jardim dos Comerciários,Belo Horizonte (MG),0.685,0.58,0.674,0.823,10.41,0.482,0.636,0.39,21.44
882,1310620009289,Letícia : Vila Sesc / Letícia,Belo Horizonte (MG),0.685,0.58,0.674,0.823,10.41,0.482,0.636,0.39,21.44
883,1310620009290,Copacabana / Jardim Leblon,Belo Horizonte (MG),0.771,0.71,0.742,0.87,10.1,0.656,0.739,0.44,16.73
884,1310620009291,Céu Azul / Lagoa B,Belo Horizonte (MG),0.749,0.693,0.72,0.842,9.99,0.615,0.735,0.4,19.68
885,1310620009292,Piratininga / Lagoinha Leblon,Belo Horizonte (MG),0.748,0.692,0.718,0.841,9.92,0.612,0.736,0.47,21.66
886,1310620009293,Minas Caixa : Venda Nova / Europa,Belo Horizonte (MG),0.765,0.709,0.735,0.86,10.66,0.599,0.771,0.46,17.48
887,1310620009294,Copacabana Renovação,Belo Horizonte (MG),0.83,0.798,0.798,0.897,11.51,0.759,0.819,0.47,18.54
888,1310620009295,São João Batista : São João Batista / Candelária,Belo Horizonte (MG),0.83,0.798,0.798,0.897,11.51,0.759,0.819,0.47,18.54
889,1310620009296,Copacabana C,Belo Horizonte (MG),0.832,0.786,0.812,0.903,11.01,0.761,0.799,0.46,21.38
890,1310620009297,Maria Helena,Belo Horizonte (MG),0.749,0.693,0.72,0.842,9.99,0.615,0.735,0.4,19.68
891,1310620009298,Mantiqueira / Jardim dos Comerciários,Belo Horizonte (MG),0.721,0.655,0.691,0.827,9.99,0.574,0.699,0.37,17.31
892,1310620009299,Rio Branco / Letícia,Belo Horizonte (MG),0.771,0.71,0.742,0.87,10.1,0.656,0.739,0.44,16.73
893,1310620009300,Canaã / Serra Verde,Belo Horizonte (MG),0.749,0.693,0.72,0.842,9.99,0.615,0.735,0.4,19.68
894,1310620009301,Serra Verde Especial,Belo Horizonte (MG),0.749,0.693,0.72,0.842,9.99,0.615,0.735,0.4,19.68
895,1310620009302,Céu Azul : Céu Azul Transição,Belo Horizonte (MG),0.808,0.758,0.779,0.893,11.0,0.682,0.799,0.49,24.5
896,1310620009303,São João Batista / Santa Mônica,Belo Horizonte (MG),0.866,0.844,0.846,0.911,11.56,0.825,0.853,0.5,20.1
897,1310620009304,Santa Mônica / Rio Branco,Belo Horizonte (MG),0.83,0.798,0.798,0.897,11.51,0.759,0.819,0.47,18.54
898,1310620009305,Candelária,Belo Horizonte (MG),0.808,0.758,0.779,0.893,11.0,0.682,0.799,0.49,24.5
899,1310620009306,São João Batista Renovado,Belo Horizonte (MG),0.894,0.865,0.896,0.922,11.2,0.854,0.87,0.49,22.66
900,1310620009307,Europa / Laranjeiras,Belo Horizonte (MG),0.721,0.655,0.691,0.827,9.99,0.574,0.699,0.37,17.31
901,1310670501013,São João Especial,Betim (MG),0.657,0.603,0.62,0.76,9.0,0.479,0.677,0.38,12.44
902,1310670501014,Petrópolis / São João,Betim (MG),0.712,0.631,0.687,0.834,9.85,0.529,0.689,0.41,18.61
903,1310670501015,Centro Expandido,Betim (MG),0.88,0.825,0.896,0.921,10.95,0.822,0.827,0.54,22.38
904,1310670501016,Filadélfia : Brasiléia / Jardim da Cidade,Betim (MG),0.794,0.737,0.767,0.886,10.13,0.689,0.763,0.47,16.32
905,1310670501017,Cachoeira / Salomé,Betim (MG),0.712,0.631,0.687,0.834,9.85,0.529,0.689,0.41,18.61
906,1310670501030,Santa Inês / Decamão,Betim (MG),0.729,0.665,0.696,0.836,9.32,0.576,0.715,0.4,19.25
907,1310670501041,Bandeirinhas / Estância do Sereno / Alto das Flores,Betim (MG),0.691,0.618,0.664,0.805,10.12,0.505,0.683,0.4,17.16
908,1310670501054,Jardim Casa Branca : Bandeirinhas / Cidade Verde,Betim (MG),0.843,0.806,0.819,0.907,10.45,0.744,0.839,0.51,19.38
909,1310670501055,Filadélfia Especial,Betim (MG),0.691,0.618,0.664,0.805,10.12,0.505,0.683,0.4,17.16
910,1310670501056,Petrópolis Especial,Betim (MG),0.657,0.603,0.62,0.76,9.0,0.479,0.677,0.38,12.44
911,1310670501057,Cidade Verde / Jardim Casa Branca,Betim (MG),0.794,0.737,0.767,0.886,10.13,0.689,0.763,0.47,16.32
912,1310670501058,Angola,Betim (MG),0.794,0.737,0.767,0.886,10.13,0.689,0.763,0.47,16.32
913,1310670501059,Brasiléia / Morada do Trevo,Betim (MG),0.794,0.737,0.767,0.886,10.13,0.689,0.763,0.47,16.32
914,1310670501060,Filadélfia,Betim (MG),0.843,0.806,0.819,0.907,10.45,0.744,0.839,0.51,19.38
915,1310670501061,Brasiléia,Betim (MG),0.843,0.806,0.819,0.907,10.45,0.744,0.839,0.51,19.38
916,1310670502018,Vila Nova : Citrolândia / Sanatório Santa Izabel,Betim (MG),0.641,0.575,0.619,0.74,8.24,0.425,0.669,0.39,13.19
917,1310670502048,Vila Nova : Casa Amarela,Betim (MG),0.843,0.806,0.819,0.907,10.45,0.744,0.839,0.51,19.38
918,1310670502049,São Jorge / Jardim Paulista,Betim (MG),0.691,0.618,0.664,0.805,10.12,0.505,0.683,0.4,17.16
919,1310670503001,Vila Cristina / Conjunto Habitacional Celso A. Pedra,Betim (MG),0.657,0.603,0.62,0.76,9.0,0.479,0.677,0.38,12.44
920,1310670503002,Laranjeiras Especial,Betim (MG),0.693,0.672,0.635,0.779,9.81,0.529,0.758,0.38,16.96
921,1310670503003,Imbiruçu / Conjunto Habitacional Subaco da Cobra,Betim (MG),0.741,0.706,0.691,0.835,10.43,0.601,0.765,0.42,15.18
922,1310670503004,São Caetano Especial,Betim (MG),0.693,0.672,0.635,0.779,9.81,0.529,0.758,0.38,16.96
923,1310670503005,Alvorada : Capelinha,Betim (MG),0.693,0.672,0.635,0.779,9.81,0.529,0.758,0.38,16.96
924,1310670503006,Vila Universal,Betim (MG),0.693,0.672,0.635,0.779,9.81,0.529,0.758,0.38,16.96
925,1310670503007,Vila Cristina / Conjunto Habitacional Celso A. Pedra : Imbiruçu / Clube Forense,Betim (MG),0.73,0.68,0.687,0.833,10.36,0.583,0.734,0.36,19.74
926,1310670503032,Vila Universal : Granja Verde,Betim (MG),0.777,0.788,0.707,0.842,11.36,0.659,0.861,0.35,17.58
927,1310670503034,Laranjeiras : Nova Baden / Imbiruçu / Conjunto Habitacional,Betim (MG),0.741,0.706,0.691,0.835,10.43,0.601,0.765,0.42,15.18
928,1310670503035,Parque das Acácias,Betim (MG),0.777,0.788,0.707,0.842,11.36,0.659,0.861,0.35,17.58
929,1310670503036,São Caetano : Av. Tapajós / Rua Itapecerica,Betim (MG),0.794,0.737,0.767,0.886,10.13,0.689,0.763,0.47,16.32
930,1310670504026,Icaivera / Parque do Cedro,Betim (MG),0.669,0.604,0.639,0.776,9.24,0.479,0.678,0.38,15.94
931,1310670504027,Jardim Alterosas 2ª Seção : Alterosas,Betim (MG),0.669,0.604,0.639,0.776,9.24,0.479,0.678,0.38,15.94
932,1310670504028,Alterosas / Espírito Santo,Betim (MG),0.88,0.825,0.896,0.921,10.95,0.822,0.827,0.54,22.38
933,1310670504029,Jardim Alterosas 1ª Seção / Dom Bosco,Betim (MG),0.749,0.719,0.698,0.836,9.69,0.62,0.774,0.39,20.51
934,1310670504035,Parque das Indústrias : Betim Industrial / Conjunto Habitacional Olímpia Bueno Franco,Betim (MG),0.778,0.767,0.725,0.848,10.76,0.687,0.811,0.37,16.71
935,1310670504036,Cruzeiro do Sul / Itacolomi,Betim (MG),0.697,0.653,0.654,0.793,9.86,0.538,0.719,0.37,21.2
936,1310670504037,Jardim das Alterosas 2ª Seção / Senhora de Fátima,Betim (MG),0.747,0.703,0.711,0.834,10.44,0.565,0.784,0.46,17.33
937,1310670504038,Sítio : Represa Vargem das Flores,Betim (MG),0.843,0.806,0.819,0.907,10.45,0.744,0.839,0.51,19.38
938,1310670504058,Parque das Indústrias : Vila Jardim Brasília / Entorno Av. Filadélfia,Betim (MG),0.669,0.604,0.639,0.776,9.24,0.479,0.678,0.38,15.94
939,1310670504059,Jardim da Cidade,Betim (MG),0.794,0.737,0.767,0.886,10.13,0.689,0.763,0.47,16.32
940,1310670505008,Distrito Industrial Jardim Piemonte / Norte,Betim (MG),0.843,0.806,0.819,0.907,10.45,0.744,0.839,0.51,19.38
941,1310670505009,Riacho III,Betim (MG),0.843,0.806,0.819,0.907,10.45,0.744,0.839,0.51,19.38
942,1310670505010,Vila Esperança,Betim (MG),0.843,0.806,0.819,0.907,10.45,0.744,0.839,0.51,19.38
943,1310670505011,Jardim Terezópolis : Distrito Industrial Paulo Camilo / Norte,Betim (MG),0.672,0.597,0.643,0.791,9.55,0.45,0.687,0.39,13.65
944,1310670505033,Capelinha : Distrito Industrial Jardim Piemonte / Norte / Amazonas Alvorada,Betim (MG),0.719,0.67,0.675,0.823,10.39,0.542,0.745,0.39,17.16
945,1310670506023,Ingá / Senhora das Graças 2,Betim (MG),0.843,0.806,0.819,0.907,10.45,0.744,0.839,0.51,19.38
946,1310670506024,Vila Alto das Flores,Betim (MG),0.657,0.603,0.62,0.76,9.0,0.479,0.677,0.38,12.44
947,1310670506025,Sítio : Pilões / Conjunto Habitacional Homero Gil,Betim (MG),0.691,0.618,0.664,0.805,10.12,0.505,0.683,0.4,17.16
948,1310670506040,Salomé : Novo Horizonte / Santa Rita / Padre Eustáquio,Betim (MG),0.769,0.733,0.727,0.855,10.37,0.671,0.766,0.43,16.44
949,1310670507011,Cruzeiro / Conjunto Habitacional José Gomes de Castro Especial,Betim (MG),0.657,0.603,0.62,0.76,9.0,0.479,0.677,0.38,12.44
950,1310670507012,Campos Elísios : Petrovale / D. I. Paulo Camilo / Sul,Betim (MG),0.716,0.689,0.656,0.813,9.59,0.554,0.768,0.38,15.7
951,1310670507051,Santa Cruz Especial,Betim (MG),0.657,0.603,0.62,0.76,9.0,0.479,0.677,0.38,12.44
952,1310670507052,Guanabara / Presidente Kenedy,Betim (MG),0.657,0.603,0.62,0.76,9.0,0.479,0.677,0.38,12.44
953,1310670507053,Santa Cruz / D. I. Paulo Camilo,Betim (MG),0.729,0.665,0.696,0.836,9.32,0.576,0.715,0.4,19.25
954,1310670508021,Marimbá Especial,Betim (MG),0.657,0.603,0.62,0.76,9.0,0.479,0.677,0.38,12.44
955,1310670508022,Vale Verde,Betim (MG),0.691,0.618,0.664,0.805,10.12,0.505,0.683,0.4,17.16
956,1310670508042,Quintas dos Godoy : Açude / Gentileza,Betim (MG),0.794,0.737,0.767,0.886,10.13,0.689,0.763,0.47,16.32
957,1310670508043,Gentileza : Pimentas / Vianópolis,Betim (MG),0.729,0.665,0.696,0.836,9.32,0.576,0.715,0.4,19.25
958,1310670508046,Santo Afonso : Cedro,Betim (MG),0.657,0.603,0.62,0.76,9.0,0.479,0.677,0.38,12.44
959,1310670508047,Marimbá : Limpeiro,Betim (MG),0.657,0.603,0.62,0.76,9.0,0.479,0.677,0.38,12.44
960,1310900601001,Piedade do Paraopeba : Retiro do Chalé,Brumadinho (MG),0.951,0.903,1.0,0.951,10.9,0.935,0.888,0.51,35.6
961,1310900601004,Brumadinho : Sede,Brumadinho (MG),0.727,0.648,0.709,0.835,9.83,0.547,0.706,0.39,12.12
962,1310900601005,Club Retiro das Pedras : Retiro das Pedras,Brumadinho (MG),0.951,0.903,1.0,0.951,10.9,0.935,0.888,0.51,35.6
963,1310900601006,Antiga Senzala : Casa Branca Rural,Brumadinho (MG),0.894,0.848,0.913,0.924,11.07,0.82,0.862,0.56,22.54
964,1310900601007,Marinhos : Povoados / Zona Rural,Brumadinho (MG),0.682,0.57,0.68,0.82,9.49,0.388,0.691,0.44,19.82
